Project ,Date,Year,Plot,Observers,Plot_area,Units_dist,Units_dbh,Area,Tree_id,Species,Azimuth,Distance,DBH,BA,Height,CBH,CR,Decay_Class,Char_Height,Scorch_Height,Beetle,Cone,Shrub,Notes,Entry_date,Entered_by
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A12,POTR,61.1,17,5.4,,35.6,22.1,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A13,POTR,65,14,6.7,,39.8,23,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A14,POTR,69,17.5,4,,32.2,23,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A15,POTR,73,20.5,4.1,,33.3,21.7,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A16,POTR,74.5,25.5,6,,32.9,23.5,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P2,PIPO,76.1,28,5.5,,37.3,28.9,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P3,PIPO,86.2,28,5.9,,29.2,24,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P4,PIPO,94.5,23.5,10.7,,43,27.4,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P5,PIPO,94.5,30.5,5.4,,27.4,16.6,,L,na ,na ,G,M,0,BROKEN TOP,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A17,POTR,98.3,16,7.1,,36.7,20,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P6,PIPO,100,6,10.6,,30.3,11.7,,L,na ,na ,G,M,0,BROKEN TOP,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A18,POTR,102,32.5,5.1,,29,24.6,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A19,POTR,103,35,4.9,,32.9,25.3,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A20,POTR,105,31.5,5.8,,37.8,26.5,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A21,POTR,106,36,5.9,,40,25.3,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P7,PIPO,107,15.5,6.6,,27.1,5.3,,L,na ,na ,G,M,0,BROKEN TOP,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P8,PIPO,107,31.5,5,,35,6.7,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A22,POTR,110,26,6,,38,26,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A23,POTR,111,29,5,,39,23.6,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A24,POTR,114,32,6.2,,33.7,19.5,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A25,POTR,115,29,7.5,,39.7,20.8,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P9,PIPO,181,28,11.8,,44.1,12.3,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P10,PIPO,188,22.5,10,,39.9,13.1,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P11,PIPO,214,18,12.5,,37.3,15.5,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P12,PIPO,223,30,9.3,,32.7,7.2,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P13,PIPO,272,8,12.7,,38.5,10.3,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A26,POTR,315,32.5,9.6,,39.7,12.5,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,A27,POTR,317,43.5,8.6,,36.9,9.1,,L,na ,na ,G,N,0,,20230707,EM
Lone Pine,20230612,2023,2,"EM,CM,CC,AC",0.1,ft,in,Plantation,P14,PIPO,337,23.5,11.1,,37.8,13.7,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,857,POTR5,9,15,5.3,,30.7,19,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A2,POTR5,11,27,5,,30.5,22.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A3,POTR5,17.7,34,4.2,,31.9,22.9,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A4,POTR5,25.1,10.5,4.5,,32.2,22.3,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A5,POTR5,35.8,13.5,4.2,,34.7,24.7,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P1,PIPO,37,34.5,21.6,,62.6,24.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P2,PIPO,47.6,21,15.3,,48,25.1,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P3,PIPO,52,22.5,12.7,,49.9,27.9,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A6,POTR5,66.5,35.5,5.7,,31.7,21.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A7,POTR5,66.9,27,5,,31.2,21.9,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A8,POTR5,68.2,35.5,5.5,,33.9,23.5,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A9,POTR5,68.5,14.5,4.5,,35.6,22.3,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A10,POTR5,74,27.5,4.8,,28,24.4,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A11,POTR5,74.7,25,4.3,,36.4,27.3,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A12,POTR5,93.7,27,4.1,,37,25,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A13,POTR5,97.9,27.5,4.1,,28.5,22,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A14,POTR5,98,9.5,4.3,,31,27,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A15,POTR5,106,23.5,5.5,,30,21,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A16,POTR5,108,25,5.4,,37,26,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A17,POTR5,111,23.5,4.8,,36.3,16.6,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A18,POTR5,111,34.5,5.7,,34.5,19.4,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A19,POTR5,112,17,5.2,,31,27.6,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A20,POTR5,112.4,10,4,,33.3,27.4,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A21,POTR5,131,20,4.6,,34.9,23.8,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A22,POTR5,137,22.5,4.6,,29.8,21.5,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A23,POTR5,143,9,4.1,,35.9,29.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A24,POTR5,143,20,4.4,,31.1,23.6,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A25,POTR5,153.1,13.5,5,,36.3,24,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A26,POTR5,156.4,34.5,5.4,,33.7,23.1,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A27,POTR5,158,35,4.8,,29.4,16.8,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A28,POTR5,159,25.5,4.8,,29.5,17.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A29,POTR5,161,35.5,6,,25.6,17.9,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A30,POTR5,165,24.5,5.1,,28.9,na,,D,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A31,POTR5,173,16,4.7,,30,19.5,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A32,POTR5,175,34,4.9,,31.4,29.3,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A33,POTR5,176,35.5,4.8,,29.9,19.1,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A34,POTR5,178,32.5,4.4,,30.9,24.1,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A35,POTR5,204,14.5,4.7,,33.5,na,,D1,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A36,POTR5,211,8.5,5.3,42.3,42.3,25.1,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A37,POTR5,216,9.5,5.1,,39.7,25.1,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P4,PIPO,217,27,22.1,,67.9,26.7,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A38,POTR5,231,18.5,4.1,,27.9,14.9,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A39,POTR5,243,14,4.1,,30,20.7,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A40,POTR5,245,18,4.6,,30.9,18.5,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A41,POTR5,251,18,4.3,,30.1,21.1,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A42,POTR5,252,27,5.8,,29.7,na,,D1,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A43,POTR5,254,25,4,,28.4,na,,D1,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A44,POTR5,255,32,6,,32.1,19.7,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A45,POTR5,256,26.5,4.9,,29.6,20.7,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A46,POTR5,263,27.5,4.3,,22.7,15.2,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A47,POTR5,275,17.5,4.4,,32.9,22.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A48,POTR5,283,10,4.7,,36.9,25.2,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P5,PIPO,292,29,19.2,,48.9,20.9,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P6,PIPO,294,31,17.3,,58.9,21.8,,L,na ,na ,G,D,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A49,POTR5,296,14,4.3,,33.9,24.3,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A50,POTR5,307,14.5,4.5,,33.8,22.6,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A51,POTR5,313,26.5,4.1,,35.6,26.1,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A52,POTR5,317,24,5,,35.2,26.5,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A53,POTR5,321,34.5,4.3,,26.9,20.1,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A54,POTR5,323,21.5,4.1,,32.7,25.1,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A55,POTR5,326,30,5.2,,35.3,27.2,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A56,POTR5,327,30,5.9,,42.7,30.4,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A57,POTR5,328,35.5,4.5,,44.1,30.7,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A58,POTR5,331,32.5,6.7,,44.3,31,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A59,POTR5,335,35,6,,42.2,31,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A60,POTR5,334,31.5,5.1,,35.2,27.2,,L,na ,na ,G,N,1,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A61,POTR5,340,16.5,4,,27.1,20.9,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,P7,PIPO,352,6,5.7,,34.8,20.1,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230612,2023,7,"JL,AC,EM,CC,CM,NS,BA",0.1,ft,in,Plantation,A62,POTR5,357,23,5.1,,42.3,23.4,,L,na ,na ,G,N,0,,20230707,NS
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,920,PIPO,7.3,33,19,,58,17,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,P2,PIPO,35,18,11.4,,42,14.7,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,P3,PIPO,54.1,24.5,23,,67,16,,L,na ,na ,G,M,0,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q1,QUGA,98,31.5,7,,27.7,6.3,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q2,QUGA,102.5,33.5,7.5,,20,7.4,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q3,QUGA,103.7,29,6.6,,35,5.3,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q4,QUGA,104,32,6.3,,26.3,5.7,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q5,QUGA,136,29,4.6,,17.5,6,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q6,QUGA,148,30,4.3,,18,3.3,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q7,QUGA,169,22,4,,13,3.5,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q8,QUGA,197.7,21,5,,17,6,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q9,QUGA,199,19.5,5.1,,13,4.5,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q10,QUGA,286,24,4.2,,14.5,4,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q11,QUGA,310,26,9.1,,11.2,6,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q12,QUGA,311,19,4.3,,10,4.1,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,136,"EM,BA,CM",0.1,ft,in,Oak Reduction,Q13,QUGA,317,24,4,,8.2,Broken,,L,na ,na ,G,M,1,,20230707,EM
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,996,QUGA,7,17,5.2,,21.4,4.1,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q2,QUGA,7.2,21,5.2,,16.9,5.5,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q3,QUGA,7.2,34.5,6.2,,18.4,5,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q4,QUGA,7.2,29,4.4,,21.3,4.7,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q5,QUGA,20.7,31,5,,10.8,4.7,,M,na ,na ,G,N,1,Huge welts; sick and dying,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q6,QUGA,23,26,5.2,,18.2,3,,L,na ,na ,G,N,1,Welts,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q7,QUGA,27,21,5.8,,9.9,2.7,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q8,QUGA,43,13.5,4.9,,8.8,5.4,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q9,QUGA,49,19,5.5,,16.6,5.3,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q10,QUGA,52.4,22.5,5,,7.8,na,,D1,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q11,QUGA,49,30.5,4.9,,15.6,5.3,,L,na ,na ,G,N,1,Very slanted,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q12,QUGA,52.7,19,6.2,,28.1,3.9,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q13,QUGA,52.9,24.5,5.8,,20.7,5.4,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q14,QUGA,57,13.5,6.4,,27.9,5.1,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q15,QUGA,59.1,26.5,5,,12.3,4.8,,L,na ,na ,G,N,1,Very slanted,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q16,QUGA,71.9,9,5.4,,17.1,5.3,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q17,QUGA,74,12,5.4,,19.3,4,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q18,QUGA,77,9,5.2,,14.8,6,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q19,QUGA,77,25,5.1,,14.4,3.1,,L,na ,na ,G,N,1,Welts,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q20,QUGA,77,28.5,4.9,,12.1,3,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q21,QUGA,82.4,20,4.6,,15.8,4.5,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q22,QUGA,82.8,29.5,6.6,,18.7,5.1,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q23,QUGA,85,34,5.7,,15.3,6,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q24,QUGA,90,33,4.8,,14.6,2.5,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q25,QUGA,90,29,5.7,,14.5,6.7,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q26,QUGA,99,22.5,4.4,,21.3,5,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q27,QUGA,104,17.5,5.7,,17.1,5.7,,L,na ,na ,G,N,1,,20230707,CC
Lone Pine,20230622,2023,137,"BA, CM, CC, EM, NS",0.1,ft,in,Oak Reduction,Q28,QUGA,107,21,7.3,,27.7,5,,L,na ,na ,G,N,1,,20230707,CC
