ObjectID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Species,Decay_Class,Tree Damage Code,Damage Agent,Beetle,Cone Production,Shrubs under trees,Diameter_Units,DBH,DBH_cm,Height_Units,Height,CBH,CR,Max Crown Scorch Ht,Max Stem Char Ht,Notes,CreationDate,EditDate
1015,LonePine,Pre,Control,Yes,Best,,26,NA,PIPO,D,,,G,None,,cm,5.748031496,14.6,ft,22.1,,,,,,7/30/2020 21:21,7/30/2020 21:21
1014,LonePine,Pre,Control,Yes,Best,,26,NA,PIPO,L,,,G,None,>half,cm,6.614173228,16.8,ft,42.3,14.8,65.01182033,,,,7/30/2020 21:21,7/30/2020 21:21
1006,LonePine,Pre,Control,Yes,Best,,26,NA,QUGA,L,,,G,,>half,cm,6.732283465,17.1,ft,21.1,5,76.30331754,,,,7/30/2020 21:21,7/30/2020 21:21
1009,LonePine,Pre,Control,Yes,Best,,26,NA,PIPO,L,,,G,None,>half,cm,6.88976378,17.5,ft,28.6,22.5,21.32867133,,,,7/30/2020 21:21,7/30/2020 21:21
1013,LonePine,Pre,Control,Yes,Best,,26,NA,PIPO,L,,,G,None,>half,cm,12.20472441,31,ft,46.6,18.9,59.44206009,,,,7/30/2020 21:21,7/30/2020 21:21
951,LonePine,Pre,Control,Yes,Best,,29,NA,PIPO,L,,,G,None,<half,cm,14.33070866,36.4,,54.7,28,48.81170018,,,,7/30/2020 21:21,7/30/2020 21:21
977,LonePine,Pre,Control,No,Best,,31,NA,PIPO,M,I,BB,G,None,>half,cm,8.11023622,20.6,ft,44.1,,,,,,7/30/2020 21:21,7/30/2020 21:21
989,LonePine,Pre,Control,No,Best,,31,NA,PIPO,M,I,BB,G,None,>half,cm,8.11023622,20.6,ft,44.1,,,,,,7/30/2020 21:21,7/30/2020 21:21
1177,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,<half,in,16.6,16.6,ft,70.3,30.6,56.47226174,,,,7/30/2020 21:21,7/30/2020 21:21
1178,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,,,,G,,<half,in,22.1,22.1,,80.9,26.7,66.99629172,,,,7/30/2020 21:21,7/30/2020 21:21
1176,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,<half,in,24,24,ft,85,20.6,75.76470588,,,,7/30/2020 21:21,7/30/2020 21:21
1183,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,>half,cm,8.858267717,22.5,ft,50.4,7,86.11111111,,,,7/30/2020 21:21,7/30/2020 21:21
1182,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,>half,cm,9.251968504,23.5,ft,53.2,17.2,67.66917293,,,8 in this height class,7/30/2020 21:21,7/30/2020 21:21
1186,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,<half,cm,12.99212598,33,ft,36,13,63.88888889,,,3 of this size class,7/30/2020 21:21,7/30/2020 21:21
1180,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,<half,cm,13.30708661,33.8,ft,61.4,24,60.91205212,,,,7/30/2020 21:21,7/30/2020 21:21
1179,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,<half,cm,14.37007874,36.5,ft,48.7,12.7,73.92197125,,,,7/30/2020 21:21,7/30/2020 21:21
1181,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,,,cm,17.4015748,44.2,ft,73.4,33,55.04087193,,,,7/30/2020 21:21,7/30/2020 21:21
1185,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,>half,cm,22.28346457,56.6,ft,83.5,34.2,59.04191617,,,,7/30/2020 21:21,7/30/2020 21:21
1184,LonePine,Pre,Control,Yes,lake_canyon,,32,NA,PIPO,L,,,G,None,>half,cm,25.98425197,66,ft,86.5,29.8,65.54913295,,,,7/30/2020 21:21,7/30/2020 21:21
1096,LonePine,Pre,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,Few,>half,in,6.2,6.2,ft,23.3,8,65.66523605,,,,7/30/2020 21:21,7/30/2020 21:21
1093,LonePine,Pre,Control,Yes,lake_canyon,,33,NA,PIPO,,,,G,,>half,in,11.4,11.4,ft,71.1,35.4,50.21097046,,,,7/30/2020 21:21,7/30/2020 21:21
1092,LonePine,Pre,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,in,13.9,13.9,ft,66.6,34.6,48.04804805,,,"Leaner,",7/30/2020 21:21,7/30/2020 21:21
1094,LonePine,Pre,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,Few,>half,in,16.5,16.5,ft,66.4,32.2,51.5060241,,,10 of these,7/30/2020 21:21,7/30/2020 21:21
1091,LonePine,Pre,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,in,17.1,17.1,ft,72.8,22.9,68.54395604,,,,7/30/2020 21:21,7/30/2020 21:21
1095,LonePine,Pre,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,in,22.3,22.3,ft,78.3,39.1,50.06385696,,,,7/30/2020 21:21,7/30/2020 21:21
1102,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,4.527559055,11.5,ft,25.3,13,48.61660079,,,,7/30/2020 21:21,7/30/2020 21:21
1110,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,D,UNK,,G,,,cm,4.803149606,12.2,ft,17.1,,,,,,7/30/2020 21:21,7/30/2020 21:21
1114,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,4.803149606,12.2,ft,19.4,8,58.7628866,,,,7/30/2020 21:21,7/30/2020 21:21
1107,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,5.118110236,13,ft,18,15,16.66666667,,,,7/30/2020 21:21,7/30/2020 21:21
1111,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,D,UNK,,G,,,cm,5.669291339,14.4,ft,15.8,,,,,,7/30/2020 21:21,7/30/2020 21:21
1103,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,5.905511811,15,ft,41.4,23.3,43.71980676,,,,7/30/2020 21:21,7/30/2020 21:21
1112,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,6.496062992,16.5,ft,31.2,16,48.71794872,,,,7/30/2020 21:21,7/30/2020 21:21
1099,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,7.716535433,19.6,ft,44.7,30.4,31.99105145,,,,7/30/2020 21:21,7/30/2020 21:21
1108,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,8.149606299,20.7,ft,47.6,25,47.4789916,,,,7/30/2020 21:21,7/30/2020 21:21
1106,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,9.133858268,23.2,ft,78.4,47.9,38.90306122,,,,7/30/2020 21:21,7/30/2020 21:21
1101,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,9.566929134,24.3,ft,48.2,15,68.87966805,,,15 of these,7/30/2020 21:21,7/30/2020 21:21
1098,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,10.70866142,27.2,ft,63.6,34.5,45.75471698,,,,7/30/2020 21:21,7/30/2020 21:21
1104,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,10.86614173,27.6,ft,68.1,50.3,26.13803231,,,,7/30/2020 21:21,7/30/2020 21:21
1105,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,11.96850394,30.4,ft,77.2,52.7,31.7357513,,,,7/30/2020 21:21,7/30/2020 21:21
1100,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,13.62204724,34.6,ft,69.7,42.8,38.59397418,,,,7/30/2020 21:21,7/30/2020 21:21
1109,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,15.66929134,39.8,ft,76.2,46.8,38.58267717,,,,7/30/2020 21:21,7/30/2020 21:21
1113,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,16.41732283,41.7,ft,74,40.1,45.81081081,,,40+ cones. No other comes observed in the area.,7/30/2020 21:21,7/30/2020 21:21
1097,LonePine,Rx,Control,Yes,lake_canyon,,33,NA,PIPO,L,,,G,None,>half,cm,17.08661417,43.4,ft,64.7,28.5,55.95054096,,,,7/30/2020 21:21,7/30/2020 21:21
1306,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,M,DWRF,G,None,>half,cm,5.196850394,13.2,ft,22.6,5,77.87610619,,,,7/30/2020 21:21,7/30/2020 21:21
1302,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,M,DWRF,G,None,<half,cm,6.456692913,16.4,ft,43.3,7,83.83371824,,,,7/30/2020 21:21,7/30/2020 21:21
1305,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,M,DWRF,G,None,>half,cm,7.047244094,17.9,ft,15.6,8,48.71794872,,,,7/30/2020 21:21,7/30/2020 21:21
1310,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,M,DWRF,G,None,>half,cm,9.803149606,24.9,ft,54.4,14,74.26470588,,,"There are 11 oaks like this, one solo, a clump of 6 and a clump of 4.",7/30/2020 21:21,7/30/2020 21:21
1308,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,,,G,None,>half,cm,10,25.4,ft,31.2,8.5,72.75641026,,,,7/30/2020 21:21,7/30/2020 21:21
1301,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,,,G,None,<half,cm,11.25984252,28.6,ft,59,37,37.28813559,,,,7/30/2020 21:21,7/30/2020 21:21
1309,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,,,G,None,>half,cm,11.41732283,29,ft,49.7,21.9,55.93561368,,,Top broken. Fader. ,7/30/2020 21:21,7/30/2020 21:21
1311,LonePine,Pre,Control,Yes,lake_canyon,,34,NA,PIPO,L,M,DWRF,G,None,>half,cm,16.8503937,42.8,ft,76.1,20.9,72.53613666,,,,7/30/2020 21:21,7/30/2020 21:21
1318,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,>half,cm,5.433070866,13.8,ft,27.7,7,74.72924188,,,,7/30/2020 21:21,7/30/2020 21:21
1322,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,QUGA,L,,,G,,,cm,5.511811024,14,ft,12,,,,,,7/30/2020 21:21,7/30/2020 21:21
1313,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,<half,cm,7.204724409,18.3,ft,25.4,10,60.62992126,,,,7/30/2020 21:21,7/30/2020 21:21
1315,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,>half,cm,7.401574803,18.8,ft,27.4,5.5,79.9270073,,,,7/30/2020 21:21,7/30/2020 21:21
1317,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,>half,cm,7.992125984,20.3,ft,34.3,7,79.59183673,,,,7/30/2020 21:21,7/30/2020 21:21
1316,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,,cm,9.803149606,24.9,ft,27.3,10,63.36996337,,,,7/30/2020 21:21,7/30/2020 21:21
1314,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,<half,cm,10.90551181,27.7,ft,33.7,8,76.2611276,,,,7/30/2020 21:21,7/30/2020 21:21
1320,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,,<half,cm,14.4488189,36.7,ft,50.6,11,78.26086957,,,,7/30/2020 21:21,7/30/2020 21:21
1319,LonePine,Pre,Control,Yes,lake_canyon,,35,NA,PIPO,L,,,G,None,<half,cm,16.22047244,41.2,ft,44.8,6,86.60714286,,,,7/30/2020 21:21,7/30/2020 21:21
1165,LonePine,Pre,Control,Yes,lake_canyon,,36,NA,QUGA,L,,,G,,,in,4.8,4.8,ft,15,,,,,"Leaning dramatically, about 45 degrees",7/30/2020 21:21,7/30/2020 21:21
1164,LonePine,Pre,Control,Yes,lake_canyon,,36,NA,PIPO,D,UNK,,G,,,in,7.1,7.1,ft,19.3,,,,,,7/30/2020 21:21,7/30/2020 21:21
1163,LonePine,Pre,Control,Yes,lake_canyon,,36,NA,PIPO,L,,,G,None,>half,in,21.9,21.9,ft,73.7,15.5,78.9687924,,,,7/30/2020 21:21,7/30/2020 21:21
1158,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,6.1,6.1,ft,18.2,6,67.03296703,,,,7/30/2020 21:21,7/30/2020 21:21
1161,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,6.3,6.3,ft,21,5,76.19047619,,,,7/30/2020 21:21,7/30/2020 21:21
1156,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,15.2,15.2,ft,75.6,8,89.41798942,,,,7/30/2020 21:21,7/30/2020 21:21
1159,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,16.3,16.3,ft,68.2,17,75.07331378,,,,7/30/2020 21:21,7/30/2020 21:21
1155,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,17,17,ft,73.1,36,50.75239398,,,,7/30/2020 21:21,7/30/2020 21:21
1157,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,18.3,18.3,ft,63.4,7.9,87.53943218,,,,7/30/2020 21:21,7/30/2020 21:21
1160,LonePine,Pre,Control,Yes,lake_canyon,,37,NA,PIPO,L,,,G,None,>half,in,30.4,30.4,ft,81.3,16.9,79.21279213,,,,7/30/2020 21:21,7/30/2020 21:21
1175,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,QUGA,L,,,G,,,in,4.2,4.2,ft,10,,,,,,7/23/2020 14:49,7/23/2020 14:49
1167,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,>half,in,7.6,7.6,ft,42.9,6,86.01398601,,,,7/23/2020 14:49,7/23/2020 14:49
1168,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,<half,in,17.5,17.5,ft,76.9,36.3,52.79583875,,,,7/23/2020 14:49,7/23/2020 14:49
1172,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,,in,18.7,18.7,ft,82.9,18.9,77.20144753,,,,7/23/2020 14:49,7/23/2020 14:49
1170,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,>half,in,19.3,19.3,ft,76,21.5,71.71052632,,,,7/23/2020 14:51,7/23/2020 14:51
1174,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,>half,in,19.3,19.3,ft,78.5,34.5,56.05095541,,,,7/23/2020 14:51,7/23/2020 14:51
1173,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,>half,in,19.7,19.7,ft,83.8,21.7,74.10501193,,,,7/23/2020 14:51,7/23/2020 14:51
1171,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,>half,in,21.9,21.9,ft,73.3,23.7,67.66712142,,,,7/23/2020 14:51,7/23/2020 14:51
1169,LonePine,Pre,Control,Yes,lake_canyon,,38,NA,PIPO,L,,,G,None,<half,in,22.1,22.1,ft,72.5,14.4,80.13793103,,,Broken top,7/23/2020 14:51,7/23/2020 14:51
1332,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,QUGA,L,,,G,,,cm,4.330708661,11,ft,12,,,,,,7/23/2020 14:51,7/23/2020 14:51
1324,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,>half,cm,4.921259843,12.5,ft,20.9,4,80.86124402,,,,7/23/2020 14:51,7/23/2020 14:51
1331,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,<half,cm,5.94488189,15.1,ft,21.7,5,76.95852535,,,,7/23/2020 14:51,7/23/2020 14:51
1330,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,SBW,G,None,>half,cm,7.401574803,18.8,ft,11.2,3.5,68.75,,,,7/23/2020 14:51,7/23/2020 14:51
1328,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,<half,cm,10.90551181,27.7,ft,41,8,80.48780488,,,,7/23/2020 14:51,7/23/2020 14:51
1325,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,>half,cm,12.51968504,31.8,ft,52.4,7,86.64122137,,,,7/23/2020 14:51,7/23/2020 14:51
1329,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,<half,cm,14.33070866,36.4,ft,58.6,19,67.57679181,,,,7/23/2020 14:51,7/23/2020 14:51
1327,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,<half,cm,19.72440945,50.1,ft,68.1,17.8,73.86196769,,,,7/23/2020 14:51,7/23/2020 14:51
1326,LonePine,Pre,LTR,No,lake_canyon,,39,90_BA,PIPO,L,,,G,None,>half,cm,21.37795276,54.3,ft,79.8,35.1,56.01503759,,,,7/23/2020 14:51,7/23/2020 14:51
1354,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,<half,cm,4.409448819,11.2,ft,22.1,7,68.32579186,,,,7/23/2020 14:51,7/23/2020 14:51
1342,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,D,,,G,None,>half,cm,4.448818898,11.3,ft,12.8,,,,,,7/23/2020 14:51,7/23/2020 14:51
1361,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,4.645669291,11.8,ft,24.4,3.5,85.6557377,,,,7/23/2020 14:51,7/23/2020 14:51
1344,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,,,,G,,,cm,4.763779528,12.1,ft,26.1,8,69.348659,,,,7/23/2020 14:51,7/23/2020 14:51
1343,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,D,,,G,None,>half,cm,4.803149606,12.2,ft,14.5,,,,,,7/23/2020 14:51,7/23/2020 14:51
1366,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,QUGA,L,,,G,,>half,cm,4.842519685,12.3,ft,12.3,,,,,10,7/23/2020 14:49,7/23/2020 14:49
1353,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,R,,G,None,<half,cm,4.881889764,12.4,ft,31.1,13,58.19935691,,,,7/23/2020 14:49,7/23/2020 14:49
1335,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,5.275590551,13.4,ft,24.6,6,75.6097561,,,,7/23/2020 14:49,7/23/2020 14:49
1333,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,5.511811024,14,ft,36.7,7,80.92643052,,,,7/23/2020 14:49,7/23/2020 14:49
1363,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,,cm,5.62992126,14.3,ft,33.5,8,76.11940299,,,,7/23/2020 14:49,7/23/2020 14:49
1349,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,6.181102362,15.7,ft,39.3,17,56.74300254,,,,7/23/2020 14:49,7/23/2020 14:49
1356,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,7.440944882,18.9,ft,53.8,15,72.11895911,,,,7/23/2020 14:49,7/23/2020 14:49
1339,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,7.598425197,19.3,ft,46.4,22.5,51.50862069,,,,7/23/2020 14:49,7/23/2020 14:49
1358,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,7.716535433,19.6,ft,59.9,12,79.96661102,,,,7/23/2020 14:49,7/23/2020 14:49
1345,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,,cm,8.307086614,21.1,ft,36.7,6.5,82.28882834,,,,7/23/2020 14:49,7/23/2020 14:49
1340,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,,,,G,,>half,cm,8.42519685,21.4,ft,58.7,28,52.29982964,,,,7/23/2020 14:49,7/23/2020 14:49
1347,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,<half,cm,8.464566929,21.5,ft,51.1,29.9,41.48727984,,,,7/23/2020 14:49,7/23/2020 14:49
1336,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,8.582677165,21.8,ft,56.6,14,75.26501767,,,,7/23/2020 14:49,7/23/2020 14:49
1348,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,8.582677165,21.8,ft,59.2,37.5,36.65540541,,,,7/23/2020 14:49,7/23/2020 14:49
1360,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,8.818897638,22.4,ft,52.1,18.3,64.87523992,,,,7/23/2020 14:49,7/23/2020 14:49
1337,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,9.409448819,23.9,ft,53,23.1,56.41509434,,,,7/23/2020 14:49,7/23/2020 14:49
1338,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,,,,G,,>half,cm,9.409448819,23.9,ft,52.5,41.9,20.19047619,,,,7/23/2020 14:49,7/23/2020 14:49
1364,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,11.02362205,28,ft,52.3,23.1,55.83173996,,,,7/23/2020 14:49,7/23/2020 14:49
1346,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,11.69291339,29.7,ft,55,37.1,32.54545455,,,,7/23/2020 14:49,7/23/2020 14:49
1357,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,12.16535433,30.9,ft,60,26,56.66666667,,,,7/23/2020 14:49,7/23/2020 14:49
1350,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,<half,cm,12.18779528,30.957,ft,57.1,33,42.20665499,,,,7/23/2020 14:49,7/23/2020 14:49
1365,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,12.83464567,32.6,ft,58.2,26.6,54.29553265,,,,7/23/2020 14:49,7/23/2020 14:49
1351,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,12.95275591,32.9,ft,54.6,14,74.35897436,,,,7/23/2020 14:49,7/23/2020 14:49
1355,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,14.64566929,37.2,ft,62.2,22.9,63.18327974,,,,7/23/2020 14:49,7/23/2020 14:49
1352,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,,cm,14.80314961,37.6,ft,62.4,19.2,69.23076923,,,,7/23/2020 14:49,7/23/2020 14:49
1362,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,Few,<half,cm,16.57480315,42.1,ft,61.3,31.6,48.4502447,,,,7/23/2020 14:49,7/23/2020 14:49
1359,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,16.8503937,42.8,ft,61.1,34.2,44.02618658,,,,7/23/2020 14:49,7/23/2020 14:49
1341,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,,>half,cm,19.64566929,49.9,ft,60,,,,,,7/23/2020 14:49,7/23/2020 14:49
1334,LonePine,Pre,LTR,No,lake_canyon,,40,90_BA,PIPO,L,,,G,None,>half,cm,12.75590551,32.4,ft,63.3,27.1,57.18799368,,,,7/23/2020 14:49,7/23/2020 14:49
1380,LonePine,Pre,LTR,No,lake_canyon,,41,90_BA,QUGA,L,,,G,,,cm,4.527559055,11.5,ft,10,,,,,,7/23/2020 14:49,7/23/2020 14:49
1393,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,QUGA,L,,,G,,,cm,4.330708661,11,ft,13,,,,,,7/23/2020 14:49,7/23/2020 14:49
1383,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,<half,cm,5.196850394,13.2,ft,25.4,3.5,86.22047244,,,,7/23/2020 14:49,7/23/2020 14:49
1387,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,,<half,cm,8.188976378,20.8,ft,38.7,5,87.08010336,,,,7/23/2020 14:49,7/23/2020 14:49
1391,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,>half,cm,8.582677165,21.8,ft,39.5,8,79.74683544,,,,7/23/2020 14:49,7/23/2020 14:49
1385,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,>half,cm,9.448818898,24,ft,55.1,19.9,63.88384755,,,,7/23/2020 14:49,7/23/2020 14:49
1386,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,>half,cm,10.78740157,27.4,ft,44.5,,,,,,7/23/2020 14:49,7/23/2020 14:49
1389,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,<half,cm,10.78740157,27.4,ft,48.1,15.6,67.56756757,,,,7/23/2020 14:49,7/23/2020 14:49
1390,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,>half,cm,14.37007874,36.5,ft,44.9,3,93.31848552,,,,7/23/2020 14:49,7/23/2020 14:49
1388,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,>half,cm,18.66141732,47.4,ft,61.5,15.8,74.30894309,,,,7/23/2020 14:49,7/23/2020 14:49
1384,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,<half,cm,20.78740157,52.8,ft,72.1,30,58.39112344,,,,7/23/2020 14:49,7/23/2020 14:49
1392,LonePine,Pre,LTR,No,lake_canyon,,42,90_BA,PIPO,L,,,G,None,>half,cm,21.92913386,55.7,ft,63.8,13,79.62382445,,,,7/23/2020 14:49,7/23/2020 14:49
1398,LonePine,Pre,LTR,No,lake_canyon,,43,90_BA,QUGA,L,,,G,,,cm,5.275590551,13.4,ft,17.9,,,,,,7/23/2020 14:49,7/23/2020 14:49
1396,LonePine,Pre,LTR,No,lake_canyon,,43,90_BA,PIPO,L,,,G,None,>half,cm,5.669291339,14.4,ft,34.9,9,74.21203438,,,,7/23/2020 14:49,7/23/2020 14:49
1397,LonePine,Pre,LTR,No,lake_canyon,,43,90_BA,PIPO,,,,G,,>half,cm,19.96062992,50.7,ft,69.9,28.1,59.79971388,,,,7/23/2020 14:49,7/23/2020 14:49
