ObjectID,GlobalID,Project,Phase,Treatments,Monitoring,Block,Unit,Plot,BEST_Treat,Tree Number,Species,Decay Class,Tree Damage Code,Damage Agent,Beetle,Cone Production,Shrubs under trees,Diameter Units,DBH,DBH_in,BA,Height Units,Height,Crown Base Height,CR,Max Crown Scorch Ht,Max Stem Char Ht,Notes,ParentGlobalID,CreationDate,Creator,EditDate,Editor
2179,8fa4a578-f3c2-432c-8604-146e4e80be0f,LonePine,Pre,Control,Yes,Wolf_den,,230,NA,,PIPO,L,,,G,None,<half,cm,31.6,12.44094488,0.844154356,ft,44.5,15.3,65.61797753,,,,cd3160ea-bff4-441d-8e67-f9dfa70cdda4,8/22/2020 17:55,MSI.swindell,8/22/2020 17:55,MSI.swindell
154,7aed9a0a-0255-467f-8dea-807bd6afdcf1,LonePine,Pre,Control,Yes,Wolf_den,,8,NA,19,PIPO,L,,,G,None,<half,cm,31.5,12.4015748,0.83882006,,40.2,17.6,56.21890547,,,,b2d25bca-ecb6-439f-9c1c-102b64a8f0fa,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
847,98723ffb-2147-4bd6-aab1-a7186ea10c29,LonePine,Pre,STS,No,Bradfield,BR05,83,NA,,PIPO,L,,,G,None,<half,cm,31.5,12.4015748,0.83882006,,51.7,22.6,56.28626692,12,6,,a9d8d01d-13bb-4f6b-a033-927f6b995969,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
645,ca1698fd-fbbf-43a5-a3c1-69357ee45b5a,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,,PIPO,D,D,BB,G,None,>half,cm,15.5,6.102362205,0.203100549,,31.8,,,,,,9dd3c3cf-74c5-4f44-8f3e-d2854a15acae,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
770,7e105755-0600-4c00-8b36-754aeb8090b5,LonePine,Pre,STS,No,Bradfield,BR05,89,NA,,PIPO,L,,,G,None,>half,cm,31.5,12.4015748,0.83882006,,49.3,12.6,74.44219067,,,,844ac999-cbc5-429f-9d04-95cf4acaf3ab,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
2102,b279781a-80a1-4f2a-94ba-12b400c984ab,LonePine,Pre,STS,No,Fader,,135,NA,,PIPO,L,,,G,None,>half,cm,31.5,12.4015748,0.83882006,,46.7,14.8,68.30835118,,,,bd95b050-9e68-43bf-97b9-5e2f085a2eef,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
2725,39a4f623-12ae-411a-9d23-657ef8d057f3,LonePine,Pre,Control,Yes,Haycamp,,279,NA,,PIPO,L,,,G,None,<half,cm,31.5,12.4015748,0.83882006,ft,47.1,10.1,78.55626327,,,All like this,eb23a668-5a37-4f80-90c2-96e0f8e2ce77,9/7/2020 15:58,MSI.swindell,9/7/2020 15:58,MSI.swindell
652,28460b53-88de-493b-9bf2-b2ac70bc63f2,LonePine,Pre,LTR,No,Bradfield,,63,90_BA,,PIPO,L,,,G,None,>half,cm,31.4,12.36220472,0.833502672,,31.1,10.3,66.88102894,,,,10a45bca-a0af-41c0-981a-4564efc182aa,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
130,a5834eed-a418-4fc3-b444-b944b2823f25,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,15,PIPO,L,,,G,None,<half,cm,31.4,12.36220472,0.833502672,ft,38.6,8.2,78.75647668,,,,63c555e1-cb4e-428c-9a88-51157d872030,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
892,c3069281-bbcc-4f78-ad71-686cdc0afbcf,LonePine,Pre,LTR,No,Bradfield,,79,NA,,PIPO,L,,,G,None,<half,cm,31.4,12.36220472,0.833502672,ft,44.6,11.7,73.76681614,,,,305eadfa-2228-424e-af44-25bf9b927d63,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
3002,662bc92d-73d0-4a78-a1dc-da5d100842cb,LonePine,Pre,LTR,No,Ormiston,,316,NA,,PIPO,L,,,G,None,<half,cm,31.3,12.32283465,0.828202192,ft,43.4,15.2,64.97695853,,,All like this,c5b1d02c-c068-4f6b-9eb8-72dfbd30c7ee,9/17/2020 20:08,MSI.swindell,9/17/2020 20:08,MSI.swindell
374,b1f31f4b-6875-4202-a9ee-10be12a93fff,LonePine,Pre,LTR,,wolf_den,,92,NA,,PIPO,L,,,G,None,<half,cm,31.3,12.32283465,0.828202192,,52,21.2,59.23076923,,,,3c60cf01-d83e-43ed-a96b-497f5b359ca8,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
1897,8688ebd1-ebb1-4773-bbf2-c709baf671c3,LonePine,Pre,STS,No,Canyon_creek,,179,NA,,PIPO,L,,,G,None,<half,cm,31.3,12.32283465,0.828202192,,42.8,22.9,46.4953271,,,,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
1844,7dae8954-4181-40e1-8c13-26a2f6973d97,LonePine,Pre,Control,Yes,Canyon_creek,,71,NA,,PIPO,L,,,G,None,<half,cm,31.2,12.28346457,0.822918619,,27.3,6.1,77.65567766,,,,cb2c3dac-d1a0-495a-b0e6-3da3337eef27,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
41,69032e6f-b4a6-41ee-a767-68947e9057f2,LonePine,Pre,LTR,No,wolf_den,,159,NA,,PIPO,L,M,,G,None,>half,cm,31.2,12.28346457,0.822918619,ft,40.9,14.1,65.52567237,,,,cec5acdd-3bfd-4399-81bd-1a8f9eea0729,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
1877,ec53fe0c-cf84-4bf7-9dc2-30e78eb9aaef,LonePine,Pre,STS,No,Canyon_creek,,179,NA,,PIPO,L,,,G,None,>half,cm,31.2,12.28346457,0.822918619,,42.3,,,,,,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
87,34820c8d-4317-4ef1-b57b-7c5ae561e914,LonePine,Pre,Control,No,Wolf_den,,104,NA,,PIPO,L,,,G,None,>half,cm,31.1,12.24409449,0.817651953,ft,31.6,7,77.84810127,,,,54a49b44-b0d7-4245-b457-2a38b7a28ef9,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
716,c826ba54-fbf4-429d-a53b-f7991b015e9a,LonePine,Pre,STS,No,Bradfield,,55,70_BA,,PIPO,L,,,G,None,<half,cm,31,12.20472441,0.812402195,,50.3,45.6,9.343936382,,,,457402aa-3c4d-4dc7-b982-14d39c6d55f1,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
1640,bd36211b-2689-485a-9759-37d53ce4a4b6,LonePine,Pre,STS,No,Canyon_creek,,178,NA,,PIPO,L,,,G,None,<half,cm,31,12.20472441,0.812402195,,51,26,49.01960784,,,,f6ed5a5f-35f0-47f4-99de-e6b0abdbcf7f,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
1627,2152e7a6-a8de-4ebc-ad94-fa2385905307,LonePine,Pre,STS,No,Canyon_creek,,178,NA,,PIPO,L,,,G,None,<half,cm,31,12.20472441,0.812402195,,45,7,84.44444444,,,,f6ed5a5f-35f0-47f4-99de-e6b0abdbcf7f,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
1923,fd9b88f2-79e7-445e-9761-bc1857e93a08,LonePine,Pre,STS,No,Canyon_creek,,190,NA,,PIPO,L,,,G,None,<half,cm,31,12.20472441,0.812402195,ft,44.8,16.3,63.61607143,,,,919c6662-6693-4081-a8d0-85cf89efe11c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
703,a92c9877-aa37-4164-b2a2-3886c6407423,LonePine,Pre,LTR,No,Bradfield,,58,70_BA,,PIPO,L,,,G,None,>half,cm,31,12.20472441,0.812402195,ft,52.2,30.6,41.37931034,,,,a35e8574-ca61-4fbb-8537-75071bd24114,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
346,3575e557-911b-481f-b8fc-521fb28c0436,LonePine,Pre,LTR,No,wolf_den,,155,NA,,PIPO,L,,,G,None,>half,cm,30.9,12.16535433,0.807169344,,43,13.2,69.30232558,,,,ff8a801d-ff10-486c-969c-44ba6ec1e49f,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
68,dc23291e-c192-467b-b9c3-644a45b39d16,LonePine,Pre,Control,No,wolf_den,,98,NA,,PIPO,L,,,G,None,<half,cm,30.8,12.12598425,0.801953401,ft,44.3,12.2,72.46049661,,,,1cd16bc0-fc34-4b63-a40f-e6d9035542cd,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
1803,da74ab20-85d6-4160-b661-c451903a7105,LonePine,Pre,STS,No,Canyon_creek,,192,NA,,PIPO,L,,,G,None,>half,cm,30.8,12.12598425,0.801953401,ft,45.7,11.4,75.0547046,,,,7c10dc51-606a-4f76-aa81-a89af2956197,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
966,fe64f2ec-3862-4603-ace7-30c5874b25dc,LonePine,Pre,Control,Yes,Best,,30,NA,,PIPO,L,,,G,None,>half,in,30.7,30.7,5.14034046,ft,55.2,20.6,62.68115942,,,,c6051a62-4912-4325-8c2c-7a70b954563b,7/23/2020 14:51,MSI.swindell,7/23/2020 14:51,MSI.swindell
981,a18a0817-de64-4ec1-a485-9781c4c4aca0,LonePine,Pre,Control,No,Best,,31,NA,,PIPO,L,I,BB,G,None,>half,cm,30.6,12.04724409,0.791572236,ft,60.7,,,,,,ebbb5439-2d34-4b6d-ba12-3a80891a627b,7/23/2020 14:51,MSI.swindell,7/23/2020 14:51,MSI.swindell
993,10ff5d09-d05f-4fb0-86f3-86ab2427cdb3,LonePine,Pre,Control,No,Best,,31,NA,,PIPO,L,I,BB,G,None,>half,cm,30.6,12.04724409,0.791572236,ft,60.7,,,,,,a87e12fe-1112-45dc-b1df-355731f735f2,7/23/2020 14:52,MSI.swindell,7/23/2020 14:52,MSI.swindell
1699,34c7d496-b77c-43dc-b9f9-127daeed3a3a,LonePine,Pre,LTR,No,Ormiston,,132,NA,,PIPO,L,,,G,None,<half,cm,30.52,12.01574803,0.787438707,ft,42.6,22.2,47.88732394,,,,222d4b3b-cd66-4f6f-9618-9199a4cebaa6,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
965,6149c1e7-69d7-47d5-88a5-2657c6b639c3,LonePine,Pre,Control,Yes,Best,,30,NA,,PIPO,L,,,G,None,>half,in,30.5,30.5,5.0735835,ft,44.5,38.6,13.25842697,,,,c6051a62-4912-4325-8c2c-7a70b954563b,7/23/2020 14:51,MSI.swindell,7/23/2020 14:51,MSI.swindell
962,b73a8849-8bfb-46ea-a2d5-813aef89b7a7,LonePine,Pre,Control,Yes,Best,,30,NA,,PIPO,L,,,G,None,>half,cm,30.4,11.96850394,0.781258702,ft,37.7,9.6,74.53580902,,,,c6051a62-4912-4325-8c2c-7a70b954563b,7/23/2020 14:51,MSI.swindell,7/23/2020 14:51,MSI.swindell
457,1ffdff7d-3140-4a65-9862-605a1a400013,LonePine,Pre,STS,Yes,wolf_den,,2,NA,25,PIPO,L,,,G,None,None,cm,30.4,11.96850394,0.781258702,ft,47,26,44.68085106,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
895,ed5bf749-4401-42ff-a564-fe10bb29669a,LonePine,Pre,LTR,No,Bradfield,,81,NA,,PIPO,L,,,G,None,>half,cm,30.3,11.92913386,0.776127296,,52.1,36.2,30.51823417,,,,4462413e-f6f6-4cf9-bee9-c64f27986477,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
1896,cb7dc1e7-5541-434b-a6ce-11b93523fcbc,LonePine,Pre,STS,No,Canyon_creek,,179,NA,,PIPO,L,,,G,None,>half,cm,30.2,11.88976378,0.771012797,,46.4,24.6,46.98275862,,,,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
1914,4c2445d8-d071-4260-9621-d9cbb54aa06a,LonePine,Pre,STS,No,Canyon_creek,,180,NA,,PIPO,L,,,G,None,>half,cm,30.2,11.88976378,0.771012797,ft,41.6,8,80.76923077,,,Fader,6076979c-d86d-4ed0-bcdd-85830d375b4c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
33,d5504187-0c50-4a93-8e7f-6f5ce911eb03,LonePine,Pre,LTR,No,Wolf_den,,160,NA,,PIPO,L,M,,G,None,<half,cm,30.1,11.8503937,0.765915206,ft,19.7,6,69.54314721,,,,43ac81eb-7f8c-404a-92bd-f0fa4a043e55,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
891,ad1f5b59-cac1-4ad2-bff7-5d9ba525a513,LonePine,Pre,LTR,No,Bradfield,,79,NA,,PIPO,L,,,G,None,<half,cm,30,11.81102362,0.760834522,,45.3,9.1,79.91169978,,,,305eadfa-2228-424e-af44-25bf9b927d63,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
2194,fa57c68a-8334-4bb9-af75-6bb7417b7c5c,LonePine,Pre,Control,Yes,Wolf_den,,233,NA,,PIPO,L,,,G,None,>half,cm,30,11.81102362,0.760834522,,41.5,10.3,75.18072289,,,,33b83812-d4dd-4bdb-bee5-8048657474b7,8/22/2020 17:55,MSI.swindell,8/22/2020 17:55,MSI.swindell
1922,5d87e8bc-7c4e-42de-a17c-82340f52a715,LonePine,Pre,STS,No,Canyon_creek,,190,NA,,PIPO,L,,,G,None,<half,cm,30,11.81102362,0.760834522,ft,44.5,16.3,63.37078652,,,,919c6662-6693-4081-a8d0-85cf89efe11c,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
1759,d8c8e584-de50-46e9-a386-03a118aab039,LonePine,Pre,Control,Yes,Narraguinnep,,121,NA,,PIPO,L,,,G,None,>half,cm,30,11.81102362,0.760834522,ft,51,20,60.78431373,,,Fresh beetle kill near plot. Many trees here are faders but don't have pitch tubes,ce26b393-5a3b-4cf9-80e2-686ad2dc97d4,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
1643,8094c10d-a3bb-43dc-a5e1-155757e2fde2,LonePine,Pre,STS,No,Canyon_creek,,178,NA,,PIPO,L,,,G,None,>half,cm,30,11.81102362,0.760834522,,34,16,52.94117647,,,,f6ed5a5f-35f0-47f4-99de-e6b0abdbcf7f,8/16/2020 17:26,MSI.swindell,8/16/2020 17:26,MSI.swindell
3192,a338e092-4c71-45de-8c8f-facaa438fb0c,LonePine,Pre,STS,No,Ormiston,,310,NA,,PIPO,L,,,G,None,<half,cm,30,11.81102362,0.760834522,ft,60,40,33.33333333,,,"HALF PLOT. The other half is just like this, multiply by 2. All trees are green, <50 shrubs, no cones like this",402c50b3-385a-4a05-a83a-c4d7b7ce4cba,9/17/2020 20:09,MSI.swindell,9/17/2020 20:09,MSI.swindell
433,c25bffa0-48ff-4118-bd97-33d4dffe7c0a,LonePine,Pre,STS,Yes,wolf_den,,2,NA,1,PIPO,L,,,G,None,None,cm,29.8,11.73228346,0.750723876,ft,46,18,60.86956522,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
871,5c95e5a0-883a-4da1-8dbb-ca9047222258,LonePine,Pre,LTR,No,Bradfield,,78,NA,,PIPO,L,,,G,None,<half,cm,29.8,11.73228346,0.750723876,,56.8,10.2,82.04225352,,,,f1353735-e007-4061-867a-d8c3ae066d25,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
1801,d577df02-f17d-47e6-a6fb-75a2ce550e9a,LonePine,Pre,STS,No,Canyon_creek,,193,NA,,PIPO,L,,,G,None,<half,cm,29.7,11.69291339,0.745693915,ft,37.6,5.3,85.90425532,,,,f8c16cd2-4b3f-4f61-9108-1326bb9e1b63,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
2642,195f7c58-ede1-49dc-b7df-60dc60e03af1,LonePine,Pre,Control,Yes,Lake_canyon,,293,NA,,PIPO,L,,,G,None,<half,cm,29.7,11.69291339,0.745693915,ft,37.6,20,46.80851064,,,ALL LIKE THIS UNLESS DEAD,121bd74f-f73d-4808-b27b-6089cc77ce17,9/7/2020 15:57,MSI.swindell,9/7/2020 15:57,MSI.swindell
1767,7ed702d6-6dcb-4dbf-b32b-6522448e6b0a,LonePine,Pre,STS,No,Narraguinnep,,120,NA,,PIPO,L,,,G,None,<half,cm,29.7,11.69291339,0.745693915,,47.5,28.5,40,,,,077b1dfa-19ca-4e99-87ea-ebfee9ded99e,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
458,02ade652-e28a-4718-984d-930c00512022,LonePine,Pre,STS,Yes,wolf_den,,2,NA,26,PIPO,L,,,G,None,None,cm,29.6,11.65354331,0.740680861,ft,45.4,18,60.35242291,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
2126,dfceab80-368e-4e62-9184-533d0c9a1480,LonePine,Pre,Control,Yes,Fader,,10,NA,,PIPO,L,,,G,None,>half,cm,29.6,11.65354331,0.740680861,,47,8.5,81.91489362,,,,279cdad4-aca3-4df3-a03a-6451393feb0b,8/22/2020 17:54,MSI.swindell,8/22/2020 17:54,MSI.swindell
2175,d7b54893-0f51-4deb-953f-d251181942e3,LonePine,Pre,Control,Yes,Wolf_den,,227,NA,,PIPO,L,,,G,None,>half,cm,29.5,11.61417323,0.735684714,ft,30.5,12.3,59.67213115,,,,706a6726-be30-4354-a7f4-1099a5aaf131,8/22/2020 17:55,MSI.swindell,8/22/2020 17:55,MSI.swindell
2035,89d6a331-99e7-45a4-ae9f-d7b390862e32,LonePine,Pre,Control,Yes,Narraguinnep,,251,NA,,PIPO,L,,,G,None,>half,cm,29.5,11.61417323,0.735684714,,34.6,10.1,70.80924855,,,,33ca0df7-4c50-4f2d-89fd-d3b016949d2c,8/22/2020 17:53,MSI.swindell,8/22/2020 17:53,MSI.swindell
942,34e8a203-7811-4a17-a44f-4ee965912a64,LonePine,Pre,Control,Yes,Best,,29,NA,,PIPO,L,,,G,None,>half,cm,29.5,11.61417323,0.735684714,,48.8,30.4,37.70491803,,,,d818b5b6-cd34-41aa-886a-86d74ec29fcf,7/23/2020 14:51,MSI.swindell,7/23/2020 14:51,MSI.swindell
984,f3f745e2-fb98-44ff-9b2c-bc56831d63ad,LonePine,Pre,Control,No,Best,,31,NA,,PIPO,L,,,G,None,>half,cm,29.4,11.57480315,0.730705475,ft,33.2,28.6,13.85542169,,,,ebbb5439-2d34-4b6d-ba12-3a80891a627b,7/23/2020 14:51,MSI.swindell,7/23/2020 14:51,MSI.swindell
996,231eead3-130b-4ec3-8d86-8bad688cfd2d,LonePine,Pre,Control,No,Best,,31,NA,,PIPO,L,,,G,None,>half,cm,29.4,11.57480315,0.730705475,ft,33.2,28.6,13.85542169,,,,a87e12fe-1112-45dc-b1df-355731f735f2,7/23/2020 14:52,MSI.swindell,7/23/2020 14:52,MSI.swindell
625,9ef637f6-56c0-4703-9301-7c6ba4affaa3,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,,PIPO,L,,,G,None,>half,cm,29.3,11.53543307,0.725743143,,43.9,30.7,30.06833713,,,,9dd3c3cf-74c5-4f44-8f3e-d2854a15acae,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
639,1222c5ae-b9b0-4d21-ac10-3a1f85c6b5d4,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,,PIPO,D,I,BB,G,None,>half,cm,16.5,6.496062992,0.230152443,,33.8,,,,,,9dd3c3cf-74c5-4f44-8f3e-d2854a15acae,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
1729,b7d8202c-38f6-4b93-9a7c-024a6e2e7b66,LonePine,Pre,LTR,No,Ormiston,,128,NA,,PIPO,L,,,G,None,<half,cm,29.2,11.49606299,0.720797718,,21.1,12.8,39.33649289,,,,0a4f576f-abb4-4601-82a3-f540da1ee65a,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
195,f48d3cf9-8af3-403b-a026-5da97a17784b,LonePine,Pre,STS,No,wolf_den,,150,NA,7,PIPO,L,,,G,None,>half,cm,29.2,11.49606299,0.720797718,ft,42.6,5,88.2629108,,,,6eff864b-a591-42a5-a0b2-45ff6dc51148,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
1927,d4e9855a-f709-4d57-a00e-555c536f11cc,LonePine,Pre,STS,No,Canyon_creek,,191,NA,,PIPO,L,,,G,None,>half,cm,29.1,11.45669291,0.715869201,ft,47.6,22.8,52.10084034,,,,8d495370-b3f5-4481-8493-f9fd384a69a4,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
1746,149fdc09-4b78-4dd6-99c3-2365b1519905,LonePine,Pre,Control,Yes,Narraguinnep,,125,NA,,PIPO,L,,,G,None,<half,cm,29.1,11.45669291,0.715869201,ft,50.2,19.6,60.9561753,,,Fader,c19f71d4-98e0-4490-ac36-2a0a956fced5,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
1694,477b50f5-b273-496f-a3ad-66dec21eca3b,LonePine,Pre,LTR,No,Ormiston,,132,NA,,PIPO,L,,,G,None,>half,cm,29,11.41732283,0.710957592,,46.7,17.2,63.16916488,,,,222d4b3b-cd66-4f6f-9618-9199a4cebaa6,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
1016,f54327cb-e1e0-4336-abdc-dee77940218e,LonePine,Pre,Control,Yes,Best,,26,NA,,PIPO,L,,,G,None,<half,cm,28.9,11.37795276,0.70606289,ft,50.1,19.6,60.87824351,,,,d880efd7-a5c7-4beb-8616-0aada9d79822,7/23/2020 14:52,MSI.swindell,7/23/2020 14:52,MSI.swindell
44,0a994e8b-3f48-4fe9-a4d7-ddd48debcb6a,LonePine,Pre,LTR,No,wolf_den,,159,NA,,PIPO,L,M,,G,None,>half,cm,28.8,11.33858268,0.701185095,ft,30.5,15.8,48.19672131,,,,cec5acdd-3bfd-4399-81bd-1a8f9eea0729,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
1763,3b0dde79-f493-43be-9248-b448584db7e7,LonePine,Pre,Control,Yes,Narraguinnep,,121,NA,,PIPO,L,,,G,None,<half,cm,28.8,11.33858268,0.701185095,,35.2,18.7,46.875,,,,ce26b393-5a3b-4cf9-80e2-686ad2dc97d4,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
604,6df344ba-2782-4972-a0a9-2be58e59789c,LonePine,Pre,LTR,No,Bradfield,,60,90_BA,,PIPO,L,,,G,None,>half,cm,28.8,11.33858268,0.701185095,,57.9,46.6,19.5164076,,,,b42b896f-910a-4b96-8153-0e685e8c69d4,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
333,753d5b9f-c48d-4f73-8388-8b3622f5cf3c,LonePine,Pre,LTR,No,wolf_den,,156,NA,,PIPO,L,,,G,None,<half,cm,28.8,11.33858268,0.701185095,,60.4,17.4,71.19205298,,,"FADER, but not frass or pitch tubes",0675fbbe-8fdb-48c4-8118-c221dd9d7303,7/17/2020 3:53,MSI.forest,7/17/2020 3:53,MSI.forest
455,95e5505f-0b68-46d5-be74-4b7665df2885,LonePine,Pre,STS,Yes,wolf_den,,2,NA,23,PIPO,L,,,G,None,None,cm,28.7,11.2992126,0.696324208,ft,38.7,19,50.90439276,,,,ca1509fc-a4b9-4537-a987-61f5c7db48dd,7/17/2020 3:54,MSI.forest,7/17/2020 3:54,MSI.forest
110,18c45906-c26a-4f27-8d78-03add354ee69,LonePine,Pre,Control,No,Wolf_den,,101,NA,,PIPO,L,,,G,None,None,cm,28.6,11.25984252,0.691480228,ft,40.7,10.2,74.93857494,,,,e16b5368-dbda-4348-948c-2cf21a0f6e20,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
729,74bec9db-6b9e-4b2b-a0e4-e4d4aabe7960,LonePine,Pre,LTR,No,Bradfield,,56,70_BA,,PIPO,L,,,G,,<half,cm,28.6,11.25984252,0.691480228,ft,65.4,,,,,,9926c657-6017-4cf7-8d8e-ff1dfc702429,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
108,57cb62ea-8a41-4286-ace3-ab5635eab7e3,LonePine,Pre,Control,No,Wolf_den,,101,NA,,PIPO,L,,,G,None,<half,cm,28.5,11.22047244,0.686653156,ft,11.4,3.4,70.1754386,,,Leaner,e16b5368-dbda-4348-948c-2cf21a0f6e20,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
2193,12948b44-0a22-4211-b1de-8f6a04b56962,LonePine,Pre,Control,Yes,Wolf_den,,233,NA,,PIPO,L,,,G,None,>half,cm,28.4,11.18110236,0.681842991,,42.6,14.3,66.43192488,,,,33b83812-d4dd-4bdb-bee5-8048657474b7,8/22/2020 17:55,MSI.swindell,8/22/2020 17:55,MSI.swindell
1754,10fc305c-9ac3-42b6-a5ef-588b90f1a341,LonePine,Pre,Control,Yes,Narraguinnep,,121,NA,,PIPO,L,,,G,None,<half,cm,28.4,11.18110236,0.681842991,,49.8,20.3,59.23694779,,,,ce26b393-5a3b-4cf9-80e2-686ad2dc97d4,8/16/2020 20:48,MSI.swindell,8/16/2020 20:48,MSI.swindell
644,8b46a8b0-ed76-47f5-ae93-95363354fd61,LonePine,Pre,LTR,No,Bradfield,,62,90_BA,,PIPO,L,,,G,None,>half,cm,28.3,11.14173228,0.677049733,,49.9,28.7,42.48496994,,,,9dd3c3cf-74c5-4f44-8f3e-d2854a15acae,7/23/2020 14:49,MSI.swindell,7/23/2020 14:49,MSI.swindell
1054,745e8d04-30a3-431e-be4e-55309225ca3c,LonePine,Pre,STS,No,lake_canyon,,172,NA,,PIPO,L,,,G,None,>half,cm,28.1,11.06299213,0.667513941,ft,53.9,14.7,72.72727273,,,,009242de-ddad-4cf5-9649-f147cb0dbc92,7/30/2020 21:20,MSI.swindell,7/30/2020 21:20,MSI.swindell
127,c6c1ac2a-a56b-46ed-9f76-fa4b1ae834d7,LonePine,Pre,Control,Yes,Wolf_den,,1,NA,13,PIPO,L,,,G,None,<half,cm,28,11.02362205,0.662771406,ft,25.2,13.8,45.23809524,,,Fader,63c555e1-cb4e-428c-9a88-51157d872030,7/16/2020 22:04,MSI.swindell,7/16/2020 22:04,MSI.swindell
1910,708ed91f-bde3-44d3-86b7-a939b58f42a6,LonePine,Pre,STS,No,Canyon_creek,,179,NA,,PIPO,L,,,G,None,<half,cm,28,11.02362205,0.662771406,,49.8,27.4,44.97991968,,,,8e4cd2d2-b8f0-4a54-ad75-5bb33e3c2e78,8/16/2020 20:49,MSI.swindell,8/16/2020 20:49,MSI.swindell
903,83f4c356-936b-4616-b52f-ed9446fe60e8,LonePine,Pre,LTR,No,Bradfield,,81,NA,,PIPO,L,,,G,None,>half,cm,27.8,10.94488189,0.653337057,,40.5,8.4,79.25925926,,,,4462413e-f6f6-4cf9-bee9-c64f27986477,7/23/2020 14:50,MSI.swindell,7/23/2020 14:50,MSI.swindell
